SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-131XH-0011-R3b-SM-5DUWM,,"B1, A1",,8.3,Brain,Brain - Anterior cingulate cortex (BA24),9835,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9855979,0,0.9431047,,0.9899535,0.8193057,,22048,1,,76,,0.002578093,131,0,58469211,0.0563063,2058716,59062586,5406066,,22060,29005683,,,0,0.12379895,0.9899535,0.81107455,58469211,0.003714324,12413980,7215355,12425262,144,12479403,8001247,0.003143709,12578619,50.19797,0.034856517,0.99430907,,0,50.02271
GTEX-131XH-0011-R4b-SM-5DUWB,,"B1, A1",,7.7,Brain,Brain - Amygdala,1876,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.98220295,0,0.9453785,,0.98780286,0.82354736,,22301,1,,76,,0.002783814,160,0,64046559,0.054253828,3965756,64837390,6595536,,22313,31747393,,,0,0.121831164,0.98780286,0.81350243,64046559,0.004078804,13643741,7215140,13817117,168,13851947,7708617,0.003427638,13919087,50.120884,0.061164644,0.9934027,,0,50.31568
GTEX-131XH-0011-R6a-SM-5KM2G,,"B1, A1",,6.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,BP-45522,RNA isolation_PAXgene Tissue miRNA,11/06/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.9848217,0,0.9444552,,0.9881687,0.8066799,,23732,1,,76,,0.004446822,203,0,83994662,0.0550552,3218709,85000326,3909334,,23754,41676350,,,0,0.13777533,0.9881687,0.79713583,83994662,0.005599266,17883922,8599032,18043426,219,18083290,10773386,0.005021093,18089503,50.00859,0.037867017,0.9915157,,0,50.22198
GTEX-131XH-0011-R8a-SM-5EGLL,,"B1, A1",,6.9,Brain,Brain - Hypothalamus,1898,,,BP-44999,RNA isolation_PAXgene Tissue miRNA,10/24/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.9863772,0,0.9445345,,0.99050534,0.84278,,22974,1,,76,,0.002513918,207,0,77694084,0.054998875,3141830,78438830,6971052,,22985,38572620,,,0,0.10175446,0.99050534,0.8347781,77694084,0.00362026,16608927,8807002,16710160,236,16741022,10602134,0.003064784,16856448,50.171776,0.040054522,0.99463356,,0,50.151913
GTEX-131XH-0126-SM-5LZUY,0,B1,"6 pieces, no dermal fat; squamous epithelium is ~60-70 microns",6.5,Skin,Skin - Not Sun Exposed (Suprapubic),36149,1042,735,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.98754084,0,0.9707253,,0.98969996,0.8332733,,22162,1,,76,,0.002920723,163,0,70004978,0.029057935,548637,70733534,3415666,,22179,34776253,,,0,0.13745202,0.98969996,0.8246905,70004978,0.003729811,15346292,7010905,15387421,170,15393397,11999683,0.003324384,15471190,50.126022,0.007756392,0.991859,,0,50.066914
GTEX-131XH-0226-SM-5LZVB,1,B1,"2 pieces, mild ischemic changes",6.3,Heart,Heart - Left Ventricle,6566,1088,689,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.99033695,0,0.9846784,,0.9923303,0.8619821,,18224,1,,76,,0.004165629,147,0,62555043,0.015210348,3841441,63038530,3024474,,18230,31124473,,,0,0.12269628,0.9923303,0.855371,62555043,0.004968568,13322245,15194167,13569132,176,13451430,4730346,0.004566293,13527023,50.140102,0.060937986,0.99432373,,0,50.459045
GTEX-131XH-0426-SM-5DUWU,1,B1,"2 pieces, mild congestion. Brochial hyaline cartilage present ,rep delineated",7.5,Lung,Lung,8952,1095,682,BP-44437,RNA Extraction from Paxgene-derived Lysate Plate Based,10/08/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9843256,0,0.9717226,,0.9884054,0.76223946,,22357,1,,76,,0.002640141,126,0,59191733,0.0275601,258143,59886090,5117028,,22383,29365514,,,0,0.20948315,0.9884054,0.7534016,59191733,0.003735665,12969224,5060770,13094303,131,13156602,9700495,0.003185642,13127401,49.94445,0.004310567,0.9924852,,0,50.23995
GTEX-131XH-0526-SM-5DUX7,1,B1,"2 pieces, no significant histopathologic changes",8,Thyroid,Thyroid,2046,1097,680,BP-44437,RNA Extraction from Paxgene-derived Lysate Plate Based,10/08/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9835353,0,0.965668,,0.9885484,0.8059435,,22590,1,,76,,0.002140129,131,0,61317412,0.033915766,121881,62027730,5667090,,22606,30412413,,,0,0.15972452,0.9885484,0.7967141,61317412,0.003290437,13309932,5155150,13402269,135,13517382,12286056,0.002712366,13474993,49.92148,0.001964944,0.9935615,,0,50.17284
GTEX-131XH-0626-SM-5LZWH,1,B1,"2 pieces, mild macro and microvesicular steatosis",6.5,Liver,Liver,1114,1109,668,BP-43956,RNA Extraction from Paxgene-derived Lysate Plate Based,09/25/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.990688,0,0.97165096,,0.99251765,0.8473248,,19623,1,,76,,0.003667096,154,0,67965579,0.028243754,2055477,68477954,3339038,,19631,33818849,,,0,0.12432619,0.99251765,0.84098476,67965579,0.004433133,14303597,11816628,14650950,185,14494227,7301517,0.004049408,14576593,50.141663,0.030016625,0.9943473,,0,50.599823
GTEX-131XH-0826-SM-5GCN8,1,B1,"2 pieces, no signficant fibrovascular component",6.1,Adipose Tissue,Adipose - Visceral (Omentum),10414,1116,661,BP-44172,RNA Extraction from Paxgene-derived Lysate Plate Based,10/01/2013,LCSET-4795,02/23/2014,TruSeq.v1,RNASEQ,,0.9805023,0,0.9736059,,0.98703843,0.8024072,,22794,1,,76,,0.002629658,171,0,77897874,0.026086181,740296,78920808,7114538,,22812,38579170,,,0,0.17119871,0.98703843,0.79200673,77897874,0.00393624,17081201,7640466,17103248,191,17282198,12380868,0.003278623,17371931,50.129475,0.009380238,0.99357474,,0,50.032246
GTEX-131XH-2226-SM-5DUXJ,0,B1,"2 pieces, minimal dermal fat; squamous epithelium is ~40-50 microns",7.7,Skin,Skin - Sun Exposed (Lower leg),4264,1217,560,BP-44437,RNA Extraction from Paxgene-derived Lysate Plate Based,10/08/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.98364466,0,0.97008544,,0.9886222,0.82037747,,22277,1,,76,,0.002282731,186,0,65908034,0.029538918,253719,66666554,6702658,,22291,32695109,,,0,0.14970799,0.9886222,0.8110434,65908034,0.003550891,14112555,6966719,14194153,152,14305149,12713197,0.002913618,14298394,49.98819,0.003805792,0.99359965,,0,50.14413
GTEX-131XH-2426-SM-5PNZ6,0,B1,"4 pieces, clean specimens; no adherent fat",6.9,Blood Vessel,Artery - Tibial,7610,1229,548,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.98842406,0,0.9769725,,0.9903368,0.8647647,,20064,1,,76,,0.003197557,209,0,95520538,0.022606531,299163,96452572,2841494,,20071,47448301,,,0,0.112207875,0.9903368,0.8564083,95520538,0.003866135,20413388,6731912,20522592,216,20415340,21610958,0.0035312,20675284,50.316307,0.003101659,0.99224955,,0,50.133385
GTEX-131XH-2526-SM-5GCND,0,B1,"2 pieces, partial rim of adherent fat, ~.3mm, generally clean specimens",6,Nerve,Nerve - Tibial,1323,1231,546,BP-44172,RNA Extraction from Paxgene-derived Lysate Plate Based,10/01/2013,LCSET-4795,02/23/2014,TruSeq.v1,RNASEQ,,0.9808583,0,0.96286356,,0.9871767,0.7747226,,22493,1,,76,,0.002485154,135,0,57296978,0.036870025,317799,58041258,5195476,,22516,28380040,,,0,0.18814099,0.9871767,0.7647881,57296978,0.003843073,12477271,4760384,12500906,137,12581276,8628458,0.003159768,12732226,50.298164,0.005475399,0.9934952,,0,50.047314
GTEX-131XH-2626-SM-5GCNP,1,B1,"2 pieces, ~20% adherent connective tissue (delineated) rest is glandular parenchyma; good specimens",7.8,Salivary Gland,Minor Salivary Gland,6330,1256,521,BP-44172,RNA Extraction from Paxgene-derived Lysate Plate Based,10/01/2013,LCSET-4795,02/23/2014,TruSeq.v1,RNASEQ,,0.98027366,0,0.9780309,,0.9866634,0.8254958,,21440,1,,76,,0.002628754,127,0,59997961,0.021629235,234273,60808944,5781718,,21454,29722910,,,0,0.1525351,0.9866634,0.8144865,59997961,0.00383585,13497848,8037047,13482889,131,13627634,11850602,0.003228394,13717812,50.16489,0.003852608,0.9930532,,0,49.97228
GTEX-131XH-2726-SM-5GCO2,0,B1,"2 pieces, ~5% interstital fat, delineated; 2-3mm nubbin of tendon, delineated",7.9,Muscle,Muscle - Skeletal,11907,1262,515,BP-44172,RNA Extraction from Paxgene-derived Lysate Plate Based,10/01/2013,LCSET-4795,02/23/2014,TruSeq.v1,RNASEQ,,0.9840385,0,0.9811539,,0.9894555,0.8727612,,19315,1,,76,,0.002485756,139,0,64364165,0.01858368,640049,65050084,5689514,,19323,31921743,,,0,0.10839277,0.9894555,0.86355835,64364165,0.00355768,13801081,5755189,13854393,140,13930481,13910000,0.003018784,14034132,50.18533,0.009839326,0.9948726,,0,50.09639
GTEX-131XH-2926-SM-5LZU4,1,B1,"2 pieces, no abnnormalities; incidental dura/vessels, delineated, in one section",7.6,Brain,Brain - Cerebellum,2037,1325,452,BP-43956,RNA Extraction from Paxgene-derived Lysate Plate Based,09/25/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.98219967,0,0.94343543,,0.98418593,0.71046925,,22869,1,,76,,0.003128335,163,0,81808495,0.05608151,823186,83123008,4052958,,22904,40622951,,,0,0.23296617,0.98418593,0.69923383,81808495,0.003768426,17591766,7966127,17696906,178,17739400,10681017,0.003447735,17692891,49.934372,0.009903227,0.9861722,,0,50.14897
GTEX-131XW-0002-SM-5GYA5,,C1,,,Blood,Whole Blood,13756,519,,BP-42831,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),08/28/2013,LCSET-4879,03/18/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-131XW-0002-SM-7DROR,,C1,,,Blood,Whole Blood,13756,519,,BP-42945,Transfer To Matrix (Manual),08/30/2013,LCSET-6341,10/25/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-131XW-0006-SM-5O9AO,,C1,,7.4,Blood,Whole Blood,13756,519,,BP-42921,RNA isolation_PAXgene Blood RNA (Manual),08/30/2013,LCSET-4909,03/20/2014,TruSeq.v1,RNASEQ,,0.9600526,0,0.9774016,,0.96343946,0.7918284,,17903,1,,76,,0.00246976,101,0,72413744,0.021633323,237634,75161692,8929994,,17908,35974101,,,0,0.1855733,0.96343946,0.7628787,72413744,0.004293536,16990536,102225548,16903362,116,16957269,18656301,0.003378443,17190192,50.341057,0.003161637,0.9668263,,0,49.871407
GTEX-131XW-0008-SM-664MJ,,C1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,657,,BP-46000,RNA isolation_Trizol Manual (Cell Pellet),11/20/2013,LCSET-5303,3/28/2014,TruSeq.v1,RNASEQ,,0.9910785,0,0.9690569,,0.9924637,0.8533743,,21000,1,,76,,0.002047052,291,0,98517965,0.030594764,450323,99266060,6282310,,21019,49028803,,,0,0.11568262,0.9924637,0.8469431,98517965,0.002848801,21991373,8476988,22040719,264,22041714,24487665,0.002447367,22114211,50.082096,0.004536525,0.99384886,,0,50.056034
GTEX-131XW-0011-R10a-SM-5DUVA,,"C1, A1",,6.1,Brain,Brain - Frontal Cortex (BA9),9834,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9818115,0,0.95872146,,0.9866716,0.83667666,,20516,1,,76,,0.002307875,265,0,69789897,0.04115262,7300638,70732650,6864034,,20524,34644493,,,0,0.122044876,0.9866716,0.8255251,69789897,0.003546463,15127704,19531862,15088849,293,14797109,3829768,0.002924118,15706862,51.491203,0.10321455,0.9915317,,0,49.935707
GTEX-131XW-0011-R11a-SM-5DUV9,,"C1, A1",,6.8,Brain,Brain - Cerebellar Hemisphere,2037,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.96476555,0,0.9472044,,0.96907675,0.7963818,,20510,1,,76,,0.002429404,195,0,63355627,0.052646656,4446446,65377308,5833254,,20517,31439797,,,0,0.15082265,0.96907675,0.77175504,63355627,0.003702002,13733294,15496040,13501494,214,13387422,3167099,0.003062872,14073707,51.24956,0.068012066,0.97338784,,0,49.57444
GTEX-131XW-0011-R6b-SM-5K7XY,,"C1, A1",,5.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,BP-45522,RNA isolation_PAXgene Tissue miRNA,11/06/2013,LCSET-4819,03/16/2014,TruSeq.v1,RNASEQ,,0.9905135,0,0.96469295,,0.99328685,0.8491394,,19057,1,,76,,0.002950261,149,0,57935845,0.03519833,5761060,58327404,10702238,,19061,28837064,,,0,0.11555354,0.99328685,0.843439,57935845,0.004214368,12667544,18101186,12550171,190,12313981,3071779,0.00358055,13041234,51.434128,0.098771065,0.99606025,,0,49.767277
GTEX-131XW-0011-R8a-SM-5DUWY,,"C1, A1",,7.1,Brain,Brain - Hypothalamus,1898,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.98378235,0,0.9549259,,0.9873723,0.82987195,,20621,1,,76,,0.002354183,264,0,67307848,0.044970907,6704095,68168666,5855058,,20627,33452080,,,0,0.12505396,0.9873723,0.81939256,67307848,0.003658208,14597350,20713685,14445844,258,14203898,3211316,0.003003825,15017927,51.392845,0.0983457,0.9909622,,0,49.739174
GTEX-131XW-0011-R9a-SM-5N9EO,,"C1, A1",,6.7,Brain,Brain - Spinal cord (cervical c-1),6469,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.98540366,0,0.9422624,,0.98767865,0.8064767,,23497,1,,76,,0.004099058,392,0,104836208,0.05739622,3364974,106144048,5548438,,23513,51974932,,,0,0.13578567,0.98767865,0.7965398,104836208,0.00434739,22794783,9998088,23190165,343,22949866,14012504,0.004222937,23241601,50.315784,0.031701956,0.9899536,,0,50.4299
GTEX-131XW-0126-SM-5LZWD,0,C1,"2 pieces, well trimmed",6.6,Nerve,Nerve - Tibial,1323,640,961,BP-45782,DNA or RNA Extraction from Paxgene-derived Lysate Plate Based,11/14/2013,LCSET-4900,1/21/2014,TruSeq.v1,RNASEQ,,0.990765,0,0.96589303,,0.9926354,0.78070796,,25094,1,,76,,0.001901084,391,0,136833890,0.033787593,487994,137849094,5686822,,25151,68091802,,,0,0.18518503,0.9926354,0.7749584,136833890,0.002488617,30077935,11015954,30196561,380,30179189,22914402,0.002194297,30323861,50.11956,0.00354006,0.994506,,0,50.098404
GTEX-131XW-0226-SM-5IJCA,1,C1,"2 pieces, atherosclerosis and medial calcific sclerosis",7.6,Blood Vessel,Artery - Tibial,7610,645,957,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4814,03/04/2014,TruSeq.v1,RNASEQ,,0.98500043,0,0.972834,,0.98984,0.8221673,,22166,1,,76,,0.00225126,203,0,85618445,0.026745709,221001,86497268,12026804,,22188,42469236,,,0,0.15066668,0.98984,0.81381404,85618445,0.003976362,18552054,6630239,18603061,205,18709891,16418590,0.003109594,18829888,50.159824,0.002555006,0.9946794,,0,50.068638
GTEX-131XW-0326-SM-5KM1J,0,C1,"2 pieces,  minimal internal fat",8.6,Muscle,Muscle - Skeletal,11907,650,952,BP-45499,RNA Extraction from Paxgene-derived Lysate Plate Based,11/05/2013,LCSET-4820,03/20/2014,TruSeq.v1,RNASEQ,,0.9877754,0,0.97939557,,0.9903242,0.86125845,,19723,1,,76,,0.003639539,165,0,77422987,0.020292604,751743,78179430,3401184,,19733,38509851,,,0,0.118137196,0.9903242,0.8529251,77422987,0.004586479,16613537,8886712,16713160,169,16699297,16022883,0.004111791,16804357,50.156784,0.009615611,0.99287313,,0,50.149464
GTEX-131XW-0426-SM-5LZWP,1,C1,"6 pieces, well trimmed, squamous epithelium measures up to 83 microns",7.1,Skin,Skin - Sun Exposed (Lower leg),4264,655,948,BP-45782,RNA Extraction from Paxgene-derived Lysate Plate Based,11/14/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.9872863,0,0.97237265,,0.9896041,0.793933,,22409,1,,76,,0.002542154,164,0,66558302,0.027352665,374323,67257504,3234022,,22429,33057396,,,0,0.1784397,0.9896041,0.78567934,66558302,0.003319491,14557551,5825822,14631993,157,14661433,11074882,0.002929912,14666412,50.008488,0.00556552,0.9919218,,0,50.127518
GTEX-131XW-0526-SM-5PNXZ,1,C1,"2 pieces, 20-30% fibrous",7.2,Adipose Tissue,Adipose - Subcutaneous,2190,659,945,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.9867031,0,0.974575,,0.9884764,0.7881252,,23674,1,,76,,0.003337708,284,0,107507655,0.025034813,375774,108760976,3287224,,23710,53452918,,,0,0.18644975,0.9884764,0.7790432,107507655,0.003851145,23645146,8520379,23838537,307,23819728,18932511,0.003593966,23836151,50.01723,0.003455045,0.9902497,,0,50.203636
GTEX-131XW-0626-SM-5PNVD,1,C1,"6 pieces, substantial attached adipose tissue from 10-40%",7.5,Skin,Skin - Not Sun Exposed (Suprapubic),36149,676,928,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4917,03/27/2014,TruSeq.v1,RNASEQ,,0.9883749,0,0.9702159,,0.99123466,0.7794056,,22029,1,,76,,0.002098141,139,0,57272619,0.029573206,277435,57779074,5318118,,22047,28473508,,,0,0.19081034,0.99123466,0.7725738,57272619,0.003270054,12566801,5119402,12613126,139,12619331,9028560,0.002682407,12707985,50.175014,0.004801652,0.9940945,,0,50.091988
GTEX-131XW-0726-SM-5EGK3,0,C1,"2 pieces, non-neoplastic breast tissue with no greater than 20% fat",7,Breast,Breast - Mammary Tissue,8367,686,919,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.9821653,0,0.9684572,,0.98765785,0.7336834,,25527,1,,76,,0.00224038,286,0,113492078,0.030951103,492536,114910316,11068318,,25578,56244426,,,0,0.23477381,0.98765785,0.72462815,113492078,0.003275854,24989726,12957655,25218383,313,25412803,18482613,0.002755238,25370827,49.95867,0.004286264,0.9931504,,0,50.22771
GTEX-131XW-1126-SM-5EGK4,1,C1,"2 pieces, some emphysematous change and fibrosis, bronchus and adjacent cartilage",6,Lung,Lung,8952,707,901,BP-44901,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.98191214,0,0.9648261,,0.9875852,0.7382993,,23226,1,,76,,0.002205796,162,0,77889187,0.03482486,365819,78868324,6980412,,23263,38586567,,,0,0.22652681,0.9875852,0.7291335,77889187,0.003393532,16985967,6559582,17128729,178,17259615,11210692,0.002796253,17259233,49.999443,0.004638352,0.99325824,,0,50.209236
GTEX-131XW-2226-SM-5PNY1,1,C1,"6 pieces, atherosclerosis",6.4,Blood Vessel,Artery - Aorta,1496,743,871,BP-47901,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.9826826,0,0.9705193,,0.98440963,0.78778833,,22354,1,,76,,0.003308656,213,0,90963625,0.029131679,256528,92404242,2960330,,22373,45171285,,,0,0.18273097,0.98440963,0.7755064,90963625,0.003878295,19581225,8052269,19682535,220,19601502,15064514,0.003592976,19799110,50.25077,0.00277615,0.9861367,,0,50.129013
GTEX-131XW-3126-SM-5LZUC,1,C1,4 pieces,6.2,Brain,Brain - Cortex,1870,775,844,BP-45782,RNA Extraction from Paxgene-derived Lysate Plate Based,11/14/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.9899048,0,0.9556225,,0.9919511,0.83111316,,22318,1,,76,,0.002637233,269,0,82495274,0.044074416,4667793,83164660,3993986,,22329,41036713,,,0,0.12450933,0.9919511,0.8244236,82495274,0.003308405,17746116,16637678,18052243,295,17902596,8240052,0.002972127,18028830,50.17566,0.056127124,0.99399734,,0,50.427574
GTEX-131XW-3226-SM-5LZUO,1,C1,"1 piece, adenohypophysis and neurohypophysis",6.4,Pituitary,Pituitary,7,775,845,BP-45782,RNA Extraction from Paxgene-derived Lysate Plate Based,11/14/2013,LCSET-4900,03/23/2014,TruSeq.v1,RNASEQ,,0.98702633,0,0.9427866,,0.98950905,0.7703508,,23197,1,,76,,0.002646509,203,0,78797445,0.057023115,1123242,79632872,4092816,,23218,39148983,,,0,0.17243578,0.98950905,0.7622691,78797445,0.003492917,16606887,7729551,16757158,217,16764123,8551834,0.003068651,16774083,50.014847,0.014105256,0.99199176,,0,50.2252
GTEX-131YS-0003-SM-5DU4F,,C1,,,Blood,Whole Blood,13756,885,,BP-42867,DNA isolation_Whole Blood_QIAGEN Puregene (Manual),08/29/2013,LCSET-4834,02/19/2014,Standard Exome Sequencing v3 (ICE),WES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-131YS-0003-SM-7DRPE,,C1,,,Blood,Whole Blood,13756,885,,BP-42949,Transfer To Matrix (Manual),08/30/2013,LCSET-6341,10/25/2014,Standard High Coverage Whole Genome Sequencing (30x) v2 (HiSeqX),WGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-131YS-0005-SM-5NQAS,,C1,,8.3,Blood,Whole Blood,13756,885,,BP-42921,RNA isolation_PAXgene Blood RNA (Manual),08/30/2013,LCSET-4907,03/21/2014,TruSeq.v1,RNASEQ,,0.96506214,0,0.97093564,,0.9681986,0.7888484,,19533,1,,76,,0.002700114,121,0,83926603,0.027552433,194789,86683250,11453120,,19541,41671859,,,0,0.1820873,0.9681986,0.76376194,83926603,0.005986027,19134305,96160209,19418135,140,19425263,20404336,0.004337748,19383485,49.94617,0.002247135,0.9713352,,0,50.36811
GTEX-131YS-0008-SM-5YY9Z,,C1,,10,Skin,Cells - Transformed fibroblasts,EFO_0002009,943,,BP-46001,RNA isolation_Trizol Manual (Cell Pellet),11/20/2013,LCSET-5304,3/28/2014,TruSeq.v1,RNASEQ,,0.9917824,0,0.97382206,,0.99326396,0.854018,,20332,1,,76,,0.002261156,293,0,100787531,0.025861682,341830,101471044,4550464,,20354,50186610,,,0,0.1198041,0.99326396,0.8482653,100787531,0.002767443,22683230,8191583,22688584,269,22699396,26136373,0.002513922,22811764,50.123447,0.003368744,0.9947456,,0,50.005898
GTEX-131YS-0011-R10b-SM-5EQ5N,,"C1, A1",,8.5,Brain,Brain - Frontal Cortex (BA9),9834,,,BP-44999,RNA isolation_PAXgene Tissue miRNA,10/24/2013,LCSET-4767,02/08/2014,TruSeq.v1,RNASEQ,,0.9875877,0,0.9455841,,0.9914083,0.83419925,,22673,1,,76,,0.002015685,203,0,73421338,0.053822406,2363235,74057612,8457814,,22688,36461590,,,0,0.11138487,0.9914083,0.8270321,73421338,0.002986771,15813986,9866134,15805766,240,15876754,10162841,0.002499357,15991282,50.17969,0.031910762,0.995229,,0,49.987003
GTEX-131YS-0011-R11b-SM-5EGLM,,"C1, A1",,8.9,Brain,Brain - Cerebellar Hemisphere,2037,,,BP-44999,RNA isolation_PAXgene Tissue miRNA,10/24/2013,LCSET-4797,02/11/2014,TruSeq.v1,RNASEQ,,0.98404855,0,0.93302596,,0.98825353,0.7065783,,23116,1,,76,,0.002228478,159,0,77666722,0.06638183,751430,78589872,7348108,,23146,38518290,,,0,0.22644763,0.98825353,0.69827855,77666722,0.003131308,16526418,7917078,16623658,171,16739970,10877662,0.002677973,16700518,49.941013,0.00956141,0.9924587,,0,50.146667
GTEX-131YS-0011-R1a-SM-5DUXC,,"C1, A1",,6.3,Brain,Brain - Hippocampus,1954,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9835535,0,0.94643027,,0.98836225,0.82965934,,22139,1,,76,,0.002239002,200,0,70868664,0.053286105,7458159,71703126,7027672,,22148,35166189,,,0,0.11677093,0.98836225,0.8200039,70868664,0.003552177,15340745,15400344,15313743,247,15284393,6940303,0.002892395,15673981,50.629215,0.10401442,0.993171,,0,49.95596
GTEX-131YS-0011-R3b-SM-5DUXB,,"C1, A1",,7.1,Brain,Brain - Anterior cingulate cortex (BA24),9835,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9846152,0,0.9402006,,0.98866177,0.83439213,,22259,1,,76,,0.002002439,159,0,62651565,0.0594389,2806502,63370068,5015704,,22268,31112020,,,0,0.10580847,0.98866177,0.8249316,62651565,0.003120171,13459886,6827619,13501162,181,13510422,7753615,0.002559017,13673604,50.300144,0.044287503,0.99270844,,0,50.07655
GTEX-131YS-0011-R4a-SM-5DUVL,,"C1, A1",,7.1,Brain,Brain - Amygdala,1876,,,BP-44932,RNA isolation_PAXgene Tissue miRNA,10/23/2013,LCSET-4634,02/08/2014,TruSeq.v1,RNASEQ,,0.9848664,0,0.94535995,,0.98967767,0.83106023,,22279,1,,76,,0.00206437,156,0,60329713,0.054343306,4069612,60958952,5401594,,22288,29933241,,,0,0.11429967,0.98967767,0.82248175,60329713,0.003503217,13098400,6813329,13002904,179,13024740,6672268,0.002780296,13336020,50.590424,0.06675988,0.9944889,,0,49.817066
GTEX-131YS-0011-R5b-SM-5K7YB,,"C1, A1",,8.8,Brain,Brain - Caudate (basal ganglia),1873,,,BP-45522,RNA isolation_PAXgene Tissue miRNA,11/06/2013,LCSET-4819,03/16/2014,TruSeq.v1,RNASEQ,,0.9882079,0,0.94559485,,0.9912391,0.82013553,,22160,1,,76,,0.002756191,131,0,56721035,0.053890992,1874154,57222356,10177076,,22171,28196611,,,0,0.12545927,0.9912391,0.8129504,56721035,0.003807038,12329151,6510446,12167706,143,12230278,7780447,0.003280008,12417133,50.379055,0.03275213,0.99427027,,0,49.67048
