Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	age_s	gender_s	genotype_s	source_name_s	strain_s	tissue_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	SRA_Study_s
Bisulfite-Seq	100	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	2784	1991	Mus musculus	2013-07-03	SRR921825	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6988	Mus musculus	2013-07-03	SRR921826	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7105	Mus musculus	2013-07-03	SRR921827	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	1254	935	Mus musculus	2013-07-03	SRR921828	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6938	Mus musculus	2013-07-03	SRR921829	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6894	Mus musculus	2013-07-03	SRR921830	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213490	SRX314952	SINGLE	RANDOM	GENOMIC	2013-06-27	1597	1162	Mus musculus	2013-07-03	SRR921831	SRS452424	GSM1173787	7 weeks (P49)	male	wild type	NeuN- nuclei isolated from frontal cortex from 7 week old male mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6944	Mus musculus	2013-07-03	SRR921832	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7059	Mus musculus	2013-07-03	SRR921833	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	498	371	Mus musculus	2013-07-03	SRR921834	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7057	Mus musculus	2013-07-03	SRR921835	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7035	Mus musculus	2013-07-03	SRR921836	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213451	SRX314953	SINGLE	RANDOM	GENOMIC	2013-06-27	2516	1847	Mus musculus	2013-07-03	SRR921837	SRS452425	GSM1173788	6 weeks (P40)	female	wild type	NeuN+ nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213458	SRX314954	SINGLE	RANDOM	GENOMIC	2013-06-27	784	564	Mus musculus	2013-07-03	SRR921838	SRS452426	GSM1173789	6 weeks (P40)	female	wild type	NeuN- nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213458	SRX314954	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7118	Mus musculus	2013-07-03	SRR921839	SRS452426	GSM1173789	6 weeks (P40)	female	wild type	NeuN- nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213458	SRX314954	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7095	Mus musculus	2013-07-03	SRR921840	SRS452426	GSM1173789	6 weeks (P40)	female	wild type	NeuN- nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213458	SRX314954	SINGLE	RANDOM	GENOMIC	2013-06-27	2762	2043	Mus musculus	2013-07-03	SRR921841	SRS452426	GSM1173789	6 weeks (P40)	female	wild type	NeuN- nuclei isolated from frontal cortex from 6 week old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6729	Mus musculus	2013-07-03	SRR921842	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6688	Mus musculus	2013-07-03	SRR921843	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	2076	1485	Mus musculus	2013-07-03	SRR921844	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	8542	6809	Mus musculus	2013-07-03	SRR921845	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	8727	6845	Mus musculus	2013-07-03	SRR921846	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6967	Mus musculus	2013-07-03	SRR921847	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	9536	6938	Mus musculus	2013-07-03	SRR921848	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	100	SAMN02213448	SRX314955	SINGLE	RANDOM	GENOMIC	2013-06-27	3363	2452	Mus musculus	2013-07-03	SRR921849	SRS452427	GSM1173790	12 months	female	wild type	NeuN+ nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7049	Mus musculus	2013-07-03	SRR921850	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7142	Mus musculus	2013-07-03	SRR921851	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	619	468	Mus musculus	2013-07-03	SRR921852	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6996	Mus musculus	2013-07-03	SRR921853	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6928	Mus musculus	2013-07-03	SRR921854	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213456	SRX314956	SINGLE	RANDOM	GENOMIC	2013-06-27	1351	993	Mus musculus	2013-07-03	SRR921855	SRS452428	GSM1173791	12 months	female	wild type	NeuN- nuclei isolated from frontal cortex from 12 month old female mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6621	Mus musculus	2013-07-03	SRR921856	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6708	Mus musculus	2013-07-03	SRR921857	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6722	Mus musculus	2013-07-03	SRR921858	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	5695	3989	Mus musculus	2013-07-03	SRR921859	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7166	Mus musculus	2013-07-03	SRR921860	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	5400	3971	Mus musculus	2013-07-03	SRR921861	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7284	Mus musculus	2013-07-03	SRR921862	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	2899	2157	Mus musculus	2013-07-03	SRR921863	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	7316	Mus musculus	2013-07-03	SRR921864	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	783	582	Mus musculus	2013-07-03	SRR921865	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	6919	5281	Mus musculus	2013-07-03	SRR921866	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6686	Mus musculus	2013-07-03	SRR921867	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	4900	3734	Mus musculus	2013-07-03	SRR921868	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	3241	2252	Mus musculus	2013-07-03	SRR921869	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6614	Mus musculus	2013-07-03	SRR921870	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6669	Mus musculus	2013-07-03	SRR921871	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	3183	2216	Mus musculus	2013-07-03	SRR921872	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6714	Mus musculus	2013-07-03	SRR921873	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6737	Mus musculus	2013-07-03	SRR921874	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213463	SRX314957	SINGLE	RANDOM	GENOMIC	2013-06-27	6046	4251	Mus musculus	2013-07-03	SRR921875	SRS452429	GSM1173792	7 weeks	male		Glial cells (S100b-eGFP+) isolated from frontal cortex of 7 week old make mouse brain	B6;D2-Tg(S100B-EGFP)1Wjt/J	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9463	5816	Mus musculus	2013-07-03	SRR921876	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	8758	5686	Mus musculus	2013-07-03	SRR921877	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6326	Mus musculus	2013-07-03	SRR921878	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6313	Mus musculus	2013-07-03	SRR921879	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	2427	1612	Mus musculus	2013-07-03	SRR921880	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6287	Mus musculus	2013-07-03	SRR921881	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	8191	5300	Mus musculus	2013-07-03	SRR921882	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6311	Mus musculus	2013-07-03	SRR921883	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6293	Mus musculus	2013-07-03	SRR921884	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	1417	939	Mus musculus	2013-07-03	SRR921885	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	5935	Mus musculus	2013-07-03	SRR921886	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	909	573	Mus musculus	2013-07-03	SRR921887	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
Bisulfite-Seq	101	SAMN02213449	SRX314958	SINGLE	RANDOM	GENOMIC	2013-06-27	9632	6302	Mus musculus	2013-07-03	SRR921888	SRS452430	GSM1173793	8 weeks	male	Tet2-/-	Frontal cortex from 8 week old Tet2-/- mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3339	Mus musculus	2013-07-03	SRR921889	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	1569	1107	Mus musculus	2013-07-03	SRR921890	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3392	Mus musculus	2013-07-03	SRR921891	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
OTHER	100	SAMN02213467	SRX314959	SINGLE	other	GENOMIC	2013-06-27	4768	3373	Mus musculus	2013-07-03	SRR921892	SRS452431	GSM1173794	E13	male and female	wild type	Frontal cortex from fetal mouse brain	C57BL/6	brain (frontal cortex)	PRJNA208503	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	SRP026048
