AvgSpotLen_l	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	history_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
202	SAMN02251349	SRX322862	14049	10100	SRR934977	SRS457940	GSM1186124	anaplastic oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251338	SRX322863	4692	3415	SRR934978	SRS457941	GSM1186125	recurrent anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251361	SRX322864	5028	3192	SRR934979	SRS457942	GSM1186126	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251346	SRX322865	7117	4945	SRR934980	SRS457943	GSM1186127	recurrent anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251133	SRX322866	3613	2334	SRR934981	SRS457944	GSM1186128	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251125	SRX322867	5173	3302	SRR934982	SRS457945	GSM1186129	recurrent anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251130	SRX322868	4653	2942	SRR934983	SRS457946	GSM1186130	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251126	SRX322869	5699	3700	SRR934984	SRS457947	GSM1186131	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251127	SRX322870	4572	3111	SRR934985	SRS457948	GSM1186132	recurrent astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251131	SRX322871	4099	2832	SRR934986	SRS457949	GSM1186133	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251128	SRX322872	4091	2792	SRR934987	SRS457950	GSM1186134	recurrent oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251129	SRX322873	4153	2822	SRR934988	SRS457951	GSM1186135	recurrent Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251132	SRX322874	4564	3220	SRR934989	SRS457952	GSM1186136	recurrent astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251137	SRX322875	5884	3727	SRR934990	SRS457953	GSM1186137	anaplastic oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
